full.name,PA,run,algo,expl.var,rand,var.imp,Predictor_variable,Group
Culicoides_PA2_allRun_RF,PA2,allRun,RF,cocoa harvested area,5,6.12E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cocoa harvested area,1,0.001064,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cocoa harvested area,2,0.001151,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cocoa harvested area,3,0.001164,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cocoa harvested area,4,0.001042,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cocoa harvested area,5,0.001131,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cocoa harvested area,1,0,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cocoa harvested area,2,0,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cocoa harvested area,3,0,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cocoa harvested area,4,0,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cocoa harvested area,5,0,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cocoa harvested area,1,6.48E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cocoa harvested area,2,6.95E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cocoa harvested area,3,5.05E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cocoa harvested area,4,7.19E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cocoa harvested area,5,5.84E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cocoa harvested area,1,8.70E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cocoa harvested area,2,9.94E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cocoa harvested area,3,9.18E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cocoa harvested area,4,8.41E-04,Cocoa Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cocoa harvested area,5,9.25E-04,Cocoa Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cocoa harvested area,1,0.002639,Cocoa Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cocoa harvested area,2,0.002572,Cocoa Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cocoa harvested area,3,0.003029,Cocoa Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cocoa harvested area,4,0.003217,Cocoa Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cocoa harvested area,5,0.003145,Cocoa Harvested Area,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,coffee harvested area,1,0.003156,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,coffee harvested area,2,0.003905,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,coffee harvested area,3,0.002881,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,coffee harvested area,4,0.002439,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,coffee harvested area,5,0.00333,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,coffee harvested area,1,4.90E-05,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,coffee harvested area,2,5.20E-05,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,coffee harvested area,3,4.70E-05,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,coffee harvested area,4,5.60E-05,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,coffee harvested area,5,6.00E-05,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,coffee harvested area,1,0.009748,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,coffee harvested area,2,0.009225,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,coffee harvested area,3,0.004892,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,coffee harvested area,4,0.008182,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,coffee harvested area,5,0.01162,Coffee Harvested Area,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,coffee harvested area,1,0.005345,Coffee Harvested Area,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,coffee harvested area,2,0.005897,Coffee Harvested Area,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,coffee harvested area,3,0.005096,Coffee Harvested Area,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,coffee harvested area,4,0.004299,Coffee Harvested Area,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,coffee harvested area,5,0.006668,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,coffee harvested area,1,0.002202,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,coffee harvested area,2,0.002957,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,coffee harvested area,3,0.002613,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,coffee harvested area,4,0.002555,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,coffee harvested area,5,0.002191,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,coffee harvested area,1,8.46E-04,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,coffee harvested area,2,9.38E-04,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,coffee harvested area,3,9.16E-04,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,coffee harvested area,4,8.90E-04,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,coffee harvested area,5,9.56E-04,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,coffee harvested area,1,0.002238,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,coffee harvested area,2,0.002014,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,coffee harvested area,3,0.002379,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,coffee harvested area,4,0.002051,Coffee Harvested Area,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,coffee harvested area,5,0.002444,Coffee Harvested Area,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,coffee harvested area,1,0.002641,Coffee Harvested Area,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,coffee harvested area,2,0.002512,Coffee Harvested Area,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,coffee harvested area,3,0.002316,Coffee Harvested Area,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,coffee harvested area,4,0.002767,Coffee Harvested Area,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,coffee harvested area,5,0.003167,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,coffee harvested area,1,0.00125,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,coffee harvested area,2,0.001228,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,coffee harvested area,3,0.00113,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,coffee harvested area,4,0.001206,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,coffee harvested area,5,0.001199,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,coffee harvested area,1,8.72E-04,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,coffee harvested area,2,0.001043,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,coffee harvested area,3,0.001243,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,coffee harvested area,4,0.001132,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,coffee harvested area,5,9.88E-04,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,coffee harvested area,1,0.001119,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,coffee harvested area,2,0.001418,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,coffee harvested area,3,0.001275,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,coffee harvested area,4,0.001177,Coffee Harvested Area,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,coffee harvested area,5,0.001341,Coffee Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,coffee harvested area,1,0.001382,Coffee Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,coffee harvested area,2,0.001687,Coffee Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,coffee harvested area,3,0.001321,Coffee Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,coffee harvested area,4,0.001506,Coffee Harvested Area,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,coffee harvested area,5,0.001686,Coffee Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,coffee harvested area,1,0.008131,Coffee Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,coffee harvested area,2,0.006222,Coffee Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,coffee harvested area,3,0.007732,Coffee Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,coffee harvested area,4,0.006623,Coffee Harvested Area,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,coffee harvested area,5,0.009094,Coffee Harvested Area,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,cropland natural vegetation ,1,0.004726,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,cropland natural vegetation ,2,0.005827,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,cropland natural vegetation ,3,0.00446,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,cropland natural vegetation ,4,0.005382,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,cropland natural vegetation ,5,0.005656,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,cropland natural vegetation ,1,0.02701,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,cropland natural vegetation ,2,0.023298,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,cropland natural vegetation ,3,0.021701,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,cropland natural vegetation ,4,0.024672,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,cropland natural vegetation ,5,0.021341,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,cropland natural vegetation ,1,0.005339,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,cropland natural vegetation ,2,0.005351,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,cropland natural vegetation ,3,0.005273,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,cropland natural vegetation ,4,0.004843,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,cropland natural vegetation ,5,0.004829,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,cropland natural vegetation ,1,0.008805,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,cropland natural vegetation ,2,0.008409,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,cropland natural vegetation ,3,0.00698,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,cropland natural vegetation ,4,0.008285,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,cropland natural vegetation ,5,0.009943,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,cropland natural vegetation ,1,0.001908,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,cropland natural vegetation ,2,0.001946,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,cropland natural vegetation ,3,0.002083,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,cropland natural vegetation ,4,0.00208,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,cropland natural vegetation ,5,0.002391,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,cropland natural vegetation ,1,0.007381,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,cropland natural vegetation ,2,0.006788,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,cropland natural vegetation ,3,0.006745,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,cropland natural vegetation ,4,0.007044,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,cropland natural vegetation ,5,0.006916,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,cropland natural vegetation ,1,0.001881,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,cropland natural vegetation ,2,0.001904,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,cropland natural vegetation ,3,0.001587,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,cropland natural vegetation ,4,0.001776,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,cropland natural vegetation ,5,0.001936,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,cropland natural vegetation ,1,0.002763,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,cropland natural vegetation ,2,0.002892,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,cropland natural vegetation ,3,0.002553,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,cropland natural vegetation ,4,0.002668,Cropland Natural Vegetation ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,cropland natural vegetation ,5,0.002414,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cropland natural vegetation ,1,0.00437,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cropland natural vegetation ,2,0.003763,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cropland natural vegetation ,3,0.004246,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cropland natural vegetation ,4,0.004348,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,cropland natural vegetation ,5,0.003824,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cropland natural vegetation ,1,0.005291,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cropland natural vegetation ,2,0.005397,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cropland natural vegetation ,3,0.005017,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cropland natural vegetation ,4,0.004839,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,cropland natural vegetation ,5,0.004207,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cropland natural vegetation ,1,0.005125,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cropland natural vegetation ,2,0.004688,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cropland natural vegetation ,3,0.00516,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cropland natural vegetation ,4,0.005696,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,cropland natural vegetation ,5,0.00479,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cropland natural vegetation ,1,0.006423,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cropland natural vegetation ,2,0.005796,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cropland natural vegetation ,3,0.005645,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cropland natural vegetation ,4,0.006614,Cropland Natural Vegetation ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,cropland natural vegetation ,5,0.005857,Cropland Natural Vegetation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cropland natural vegetation ,1,0.004171,Cropland Natural Vegetation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cropland natural vegetation ,2,0.004276,Cropland Natural Vegetation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cropland natural vegetation ,3,0.003791,Cropland Natural Vegetation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cropland natural vegetation ,4,0.004193,Cropland Natural Vegetation ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,cropland natural vegetation ,5,0.003284,Cropland Natural Vegetation ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Croplands ,1,2.51E-04,Croplands ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Croplands ,2,2.84E-04,Croplands ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Croplands ,3,3.19E-04,Croplands ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Croplands ,4,2.81E-04,Croplands ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,Croplands ,5,2.58E-04,Croplands ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Croplands ,1,1.82E-04,Croplands ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Croplands ,2,1.82E-04,Croplands ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Croplands ,3,1.68E-04,Croplands ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Croplands ,4,1.84E-04,Croplands ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,Croplands ,5,1.64E-04,Croplands ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Croplands ,1,1.45E-04,Croplands ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Croplands ,2,1.37E-04,Croplands ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Croplands ,3,1.43E-04,Croplands ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Croplands ,4,1.10E-04,Croplands ,Land Use
Culicoides_PA1_RUN4_RF,PA1,RUN4,RF,Croplands ,5,1.47E-04,Croplands ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Croplands ,1,3.40E-04,Croplands ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Croplands ,2,2.93E-04,Croplands ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Croplands ,3,3.30E-04,Croplands ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Croplands ,4,3.70E-04,Croplands ,Land Use
Culicoides_PA1_allRun_RF,PA1,allRun,RF,Croplands ,5,3.95E-04,Croplands ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Croplands ,1,0.001104,Croplands ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Croplands ,2,0.001254,Croplands ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Croplands ,3,0.001175,Croplands ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Croplands ,4,0.001218,Croplands ,Land Use
Culicoides_PA2_RUN1_RF,PA2,RUN1,RF,Croplands ,5,0.001067,Croplands ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Croplands ,1,0.00119,Croplands ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Croplands ,2,0.001021,Croplands ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Croplands ,3,9.12E-04,Croplands ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Croplands ,4,9.79E-04,Croplands ,Land Use
Culicoides_PA2_RUN3_RF,PA2,RUN3,RF,Croplands ,5,0.001002,Croplands ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Croplands ,1,8.87E-04,Croplands ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Croplands ,2,9.11E-04,Croplands ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Croplands ,3,8.85E-04,Croplands ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Croplands ,4,9.61E-04,Croplands ,Land Use
Culicoides_PA2_RUN4_RF,PA2,RUN4,RF,Croplands ,5,9.09E-04,Croplands ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Croplands ,1,9.03E-04,Croplands ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Croplands ,2,9.47E-04,Croplands ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Croplands ,3,8.92E-04,Croplands ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Croplands ,4,8.94E-04,Croplands ,Land Use
Culicoides_PA2_allRun_RF,PA2,allRun,RF,Croplands ,5,9.13E-04,Croplands ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Croplands ,1,0.001652,Croplands ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Croplands ,2,0.001499,Croplands ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Croplands ,3,0.001554,Croplands ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Croplands ,4,0.001555,Croplands ,Land Use
Culicoides_PA3_RUN1_RF,PA3,RUN1,RF,Croplands ,5,0.00143,Croplands ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Croplands ,1,8.50E-04,Croplands ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Croplands ,2,0.001046,Croplands ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Croplands ,3,0.001154,Croplands ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Croplands ,4,0.001255,Croplands ,Land Use
Culicoides_PA3_RUN3_RF,PA3,RUN3,RF,Croplands ,5,9.35E-04,Croplands ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Croplands ,1,0.001169,Croplands ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Croplands ,2,0.001218,Croplands ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Croplands ,3,0.001264,Croplands ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Croplands ,4,0.001381,Croplands ,Land Use
Culicoides_PA3_RUN4_RF,PA3,RUN4,RF,Croplands ,5,0.001295,Croplands ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Croplands ,1,0.0011,Croplands ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Croplands ,2,0.001026,Croplands ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Croplands ,3,0.001247,Croplands ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Croplands ,4,0.001124,Croplands ,Land Use
Culicoides_PA3_allRun_RF,PA3,allRun,RF,Croplands ,5,0.001103,Croplands ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Croplands ,1,1.91E-04,Croplands ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Croplands ,2,1.64E-04,Croplands ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Croplands ,3,2.04E-04,Croplands ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Croplands ,4,2.14E-04,Croplands ,Land Use
Culicoides_allData_allRun_RF,allData,allRun,RF,Croplands ,5,2.12E-04,Croplands ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,deciduous broadleaf trees ,1,4.89E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,deciduous broadleaf trees ,2,4.86E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,deciduous broadleaf trees ,3,4.47E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,deciduous broadleaf trees ,4,4.42E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN1_RF,PA1,RUN1,RF,deciduous broadleaf trees ,5,5.02E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,deciduous broadleaf trees ,1,4.99E-04,Deciduous Broadleaf Trees ,Land Use
Culicoides_PA1_RUN3_RF,PA1,RUN3,RF,deciduous broadleaf trees ,2,5.68E-04,Deciduous Broadleaf Trees ,Land Use
